Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.033760875,-0.168158025,-0.007270731,0.039393112,-0.007116277,0.058842227,0.111001194,0.234583974,-0.033658903,-0.024590004,-0.020496048,-0.104568757,-0.263820261,-0.38915965,-0.120228313,-0.114992231,-0.091492087,-0.352474838,0.0023324,..
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,6,6,6,6,6,6,7,8,8,8,8,8,8,8,7,6,6,6,7,..
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,44.6601944,40.57971191,42.99517059,45.19230652,44.07582855,48.3412323,49.76303482,54.50236893,45.49763107,43.80952454,45.23809433,43.33333206,35.7142868,32.07546997,42.92453003,44.3396225,44.81132126,34.90565872,46.44549942,..
El Salvador,SLV,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,31.06796074,26.57004738,29.46859932,29.80769157,30.80568695,33.175354,36.4928894,40.28435898,33.64928818,30.95238113,33.33333206,29.04761887,25.23809433,19.81132126,27.35848999,26.88679314,28.77358437,19.3396225,30.33175278,..
El Salvador,SLV,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,58.25242615,53.62318802,59.42028809,59.61538315,60.66350555,62.55924225,63.5071106,64.9289093,59.24170685,57.61904907,57.61904907,54.2857132,50.47618866,44.81132126,56.60377502,55.6603775,55.6603775,46.69811249,55.92417145,..
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.278116137,0.273782998,0.26269111,0.26359117,0.264739305,0.260473907,0.250866294,0.221984327,0.228019789,0.196386188,0.201144516,0.206087306,0.213935971,0.212329432,0.229536057,0.232480288,0.234710082,0.23304978,0.223718584,..
El Salvador,SLV,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.170661675,1.230624364,1.293964682,1.175294566,1.13996064,1.107535304,1.152652482,1.144083841,1.079748141,1.104713567,1.174527902,1.181573345,1.066816576,1.141353743,1.302408524,1.067257256,1.203910239,1.260763983,1.328066458,..
El Salvador,SLV,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,..,..,50.07,..,56.06,..,55.7,54.54,51.14,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,..,..,12.01,..,17.87,..,15.83,14.8,14.14,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,..,..,63.72,..,69.43,..,71.53,70.61,66.46,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,..,..,13.31,..,11.47,..,9.64,10.76,11.1,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,..,..,20.6,..,17.04,..,15.72,16.79,20.29,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,..,..,10.69,..,9.52,..,7.23,8.32,7.3,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,..,..,35.19,..,30.85,..,33.8,34.23,37.75,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,..,..,67.39,..,65.09,..,68.45,68.41,65.57,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,..,..,23.65,..,18.87,..,20.04,20.41,26.24,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,3.88,3.96,3.94,3.91,3.93,3.91,3.75,3.71,3.43,3.33,3.39,3.38,3.25,3.27,3.38,3.35,3.26,..,..,..
El Salvador,SLV,"Firms that introduced a new product/service and process, and spent on R&D",IC.FRM.NPRD.ZS,..,40.73410034,..,..,..,25.633255,..,..,..,..,..,2.973711729,..,..,..,..,..,..,7.065824986,..
El Salvador,SLV,Firms with a bank loan/line of credit (% of firms),IC.FRM.BNKL.ZS,..,48.93460846,..,..,..,53.08914185,..,..,..,..,..,40.17993164,..,..,..,..,..,..,55.24855042,..
El Salvador,SLV,Internally displaced people (IDP) by country or territory of asylum / origin,SM.POP.IDPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52000,49000,..
El Salvador,SLV,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,-5.087767043,-3.758775842,0.986964892,0.395843862,-5.957974323,-3.081106163,-2.536625655,-0.855062867,-1.517896445,-2.28893108,-1.305428327,-0.185854732,-0.575672908,-0.62027182,-0.889843213,-10.1231121,-2.899135562,-2.727005735,-2.817578122,..
El Salvador,SLV,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,-747800000,-601400000,167900000,71200000,-1048700000,-568400000,-514523567.2,-182865027.3,-333800000,-517148956.9,-305969424.4,-44960917.36,-143798429.5,-161400000,-239200000,-2522800000,-842000000,-869100000,-953861207,..
El Salvador,SLV,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,266450012.2,206460006.7,134869995.1,246149993.9,311309997.6,335429992.7,330149993.9,253500000,177449996.9,103709999.1,103059997.6,148720001.2,169059997.6,270670013.4,325850006.1,357119995.1,213240005.5,730419982.9,..,..
El Salvador,SLV,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,218490005.5,178240005.5,108370002.7,244149993.9,293260009.8,302420013.4,297390014.6,219910003.7,169139999.4,98069999.69,89699996.95,128970001.2,151619995.1,253460006.7,302950012.2,342769989,213240005.5,707969970.7,..,..
El Salvador,SLV,Net official development assistance received (constant 2021 US$),DT.ODA.ODAT.KD,266450012.2,206460006.7,134869995.1,246149993.9,311309997.6,335429992.7,330149993.9,253500000,177449996.9,103709999.1,103059997.6,148720001.2,169059997.6,270670013.4,325850006.1,357119995.1,213240005.5,730419982.9,..,..
El Salvador,SLV,Net official development assistance received (current US$),DT.ODA.ODAT.CD,218490005.5,178240005.5,108370002.7,244149993.9,293260009.8,302420013.4,297390014.6,219910003.7,169139999.4,98069999.69,89699996.95,128970001.2,151619995.1,253460006.7,302950012.2,342769989,213240005.5,707969970.7,..,..
El Salvador,SLV,Prosperity gap (average shortfall from a prosperity standard of $28/day),SI.SPR.PGAP,6.7,5.3,4.7,5.2,5.2,5,4.8,4.6,4.3,4.2,3.9,4,3.8,3.6,3.3,..,3.8,3.8,3.6,..
El Salvador,SLV,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS,..,..,..,..,..,..,..,..,..,6.7,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,0.105599999,0.133990005,0.090899996,0.078060001,0.035500001,0.033969998,0.063869998,0.093769997,0.143480003,0.144930005,0.180779994,0.165309995,0.174769998,0.162990004,0.162520006,0.142800003,..,..
El Salvador,SLV,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,2.03723938,2.12019721,2.159613992,2.015210065,1.963616427,1.899114555,1.877366433,1.911963984,1.770351039,1.84134072,1.914492286,1.900916011,1.791187075,1.839012047,1.992922895,1.798955615,1.935345573,1.993975147,2.068475079,..
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.386098802,0.1687904,0.256654739,0.207544371,0.3733024,0.236128226,0.150343806,0.232703447,0.120355181,-0.374146551,-0.207799196,-0.14674297,-0.172019884,-0.090152286,-0.147898287,-0.221560776,-0.202735513,-0.236288592,-0.235371336,..
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,..
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,35.92232895,51.20772934,52.65700531,52.40384674,57.34597015,52.60663605,51.18483353,54.02843475,51.18483353,30.47619057,40,40.47618866,39.52381134,42.92453003,42.45283127,39.62264252,40.56603622,38.20754623,38.3886261,..
Equatorial Guinea,GNQ,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,19.41747665,33.33333206,36.231884,33.65384674,41.23222733,37.44075775,36.4928894,39.33649445,36.4928894,20.95238113,25.7142849,25.7142849,27.1428566,28.77358437,25.47169876,23.58490562,24.05660439,22.64151001,21.32701492,..
Equatorial Guinea,GNQ,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,51.94174576,66.66666412,72.46376801,70.19230652,76.30331421,70.1421814,64.45497894,67.77251434,64.45497894,45.23809433,53.80952454,54.2857132,54.76190567,56.60377502,56.60377502,52.83018875,52.35848999,51.41509247,50.23696518,..
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.340742081,0.31767115,0.310351074,0.315433681,0.293007612,0.282069832,0.273884326,0.254446119,0.26130271,0.218982503,0.223781511,0.228173807,0.237187058,0.234714031,0.250092715,0.247404948,0.24894172,0.248226732,0.243301943,..
Equatorial Guinea,GNQ,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.751026793,6.448573878,6.888124443,6.091763252,4.823395467,4.806973429,4.79451779,4.325607681,4.251391677,4.084716122,3.718835179,3.573365619,3.127888192,2.896892024,2.727315728,2.603602281,2.477959229,2.307233809,2.044221831,..
Equatorial Guinea,GNQ,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.67,2.57,1.9,1.82,1.44,2.36,2.28,2.71,3.48,3.24,3.3,4.08,4.06,4.46,3.7,4.37,5.18,5.9,..,..
Equatorial Guinea,GNQ,"Firms that introduced a new product/service and process, and spent on R&D",IC.FRM.NPRD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.016802311
Equatorial Guinea,GNQ,Firms with a bank loan/line of credit (% of firms),IC.FRM.BNKL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.47248936
Equatorial Guinea,GNQ,Internally displaced people (IDP) by country or territory of asylum / origin,SM.POP.IDPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,..,21.79463746,17.15997311,14.61375354,-3.092369008,-4.533061424,0.814828356,-7.250683611,-5.698400015,-4.644248144,-3.349214384,-4.033283634,-2.111153716,0.104159813,1.94329605,-1.737518282,2.617164313,11.46885691,..,..
Equatorial Guinea,GNQ,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,..,1.14948E+12,1.07505E+12,1.29246E+12,-2.19432E+11,-3.65922E+11,82009368409,-8.2879E+11,-6.17736E+11,-4.9911E+11,-2.61085E+11,-2.68672E+11,-1.49566E+11,7577302442,1.29392E+11,-98947183874,1.77289E+11,9.79188E+11,..,..
Equatorial Guinea,GNQ,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,44450000.76,29280000.69,33020000.46,32040000.92,32290000.92,85419998.17,23120000.84,14649999.62,4480000.019,300000.0119,8569999.695,7889999.866,7710000.038,7139999.866,68699996.95,6449999.809,12770000.46,11930000.31,..,..
Equatorial Guinea,GNQ,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,38130001.07,26209999.08,32970001.22,33630001.07,33509998.32,85069999.69,24549999.24,14449999.81,4630000.114,519999.9809,7489999.771,6920000.076,6929999.828,6719999.79,62750000,6090000.153,12770000.46,11180000.31,..,..
Equatorial Guinea,GNQ,Net official development assistance received (constant 2021 US$),DT.ODA.ODAT.KD,44450000.76,29280000.69,33020000.46,32040000.92,32290000.92,85419998.17,23120000.84,14649999.62,4480000.019,300000.0119,8569999.695,7889999.866,7710000.038,7139999.866,68699996.95,6449999.809,12770000.46,11930000.31,..,..
Equatorial Guinea,GNQ,Net official development assistance received (current US$),DT.ODA.ODAT.CD,38130001.07,26209999.08,32970001.22,33630001.07,33509998.32,85069999.69,24549999.24,14449999.81,4630000.114,519999.9809,7489999.771,6920000.076,6929999.828,6719999.79,62750000,6090000.153,12770000.46,11180000.31,..,..
Equatorial Guinea,GNQ,Prosperity gap (average shortfall from a prosperity standard of $28/day),SI.SPR.PGAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7,..,..
Equatorial Guinea,GNQ,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS,..,..,..,..,..,..,43.6,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,16.47270804,17.10064089,17.4965542,15.65885683,12.62678606,12.60204275,11.96616298,11.46230758,10.38865919,10.04523413,9.820465045,8.732477294,7.536181608,6.194855056,5.64646741,5.439949944,4.903723364,4.533848615,3.779114925,..
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.795017481,-0.900216937,-1.04984796,-0.710803747,-0.680884719,-0.875592828,-0.76640439,-0.702197254,-0.772372127,-0.805872619,-0.878453434,-0.662282407,-0.733444452,-0.609360635,-0.705968797,-0.992741048,-1.055682182,-0.957195044,-0.792767763,..
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,..
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,23.30097008,19.8067627,16.90821266,22.59615326,22.74881554,19.9052124,21.32701492,23.69668198,21.32701492,19.04761887,19.04761887,22.8571434,20.47619057,25,21.69811249,15.09433937,13.679245,15.09433937,17.53554535,..
Eritrea,ERI,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,11.1650486,11.594203,9.178744316,13.46153831,14.21800995,10.42654037,12.79620838,15.63981056,12.79620838,10,9.047618866,13.33333302,11.90476227,13.679245,12.73584938,10.37735844,8.962264061,10.84905624,11.84834099,..
Eritrea,ERI,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,38.34951401,31.40096664,26.08695602,35.57692337,38.3886261,32.22748947,36.01895905,36.96682358,36.01895905,29.04761887,27.61904716,34.76190567,31.90476227,38.20754623,33.96226501,25,23.58490562,25.94339561,28.90995216,..
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.332869828,0.289420217,0.28083846,0.285063475,0.293007612,0.282069832,0.273884326,0.254446119,0.26130271,0.218982503,0.223781511,0.223409012,0.231890932,0.229486197,0.243746504,0.247404948,0.24894172,0.248226732,0.243301943,..
Eritrea,ERI,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.227039153,0.200998557,0.193203467,0.164398523,0.166523251,0.175438835,0.20563718,0.20885825,0.193048309,0.192428662,0.185989839,0.191090467,0.186042998,0.205151656,0.207857925,0.204115674,0.212585402,0.19575022,0.192629647,..
Eritrea,ERI,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.2,3,3,3,2.8,2.8,2.7,2.7,2.7,2.7,2.6,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.6,2.6
Eritrea,ERI,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2.166666667,2.166666667,2.166666667,2.2,1.833333333,1.833333333,1.833333333,1.5,1.333333333,1.33333,1.33333,1.333333333,1.333333333,1.333333333,1.5,1.5,1.5,1.5,1.5,1.5
Eritrea,ERI,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Eritrea,ERI,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,6.5,6.2,6.17,7.7,7.2,6.74,5.67,5.71,6.43,5.04,6.5,6.22,6.99,6.38,6.28,6.41,6.37,..,..,..
Eritrea,ERI,"Firms that introduced a new product/service and process, and spent on R&D",IC.FRM.NPRD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Firms with a bank loan/line of credit (% of firms),IC.FRM.BNKL.ZS,..,..,..,..,10.93464565,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Internally displaced people (IDP) by country or territory of asylum / origin,SM.POP.IDPC,..,..,..,..,10000,10000,10000,10000,10000,10000,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Net official development assistance and official aid received (constant 2021 US$),DT.ODA.ALLD.KD,442690002.4,146160003.7,134889999.4,117400001.5,146000000,173029998.8,127529998.8,138440002.4,81599998.47,84790000.92,106949996.9,76510002.14,88209999.08,90389999.39,290730011,65000000,43950000.76,57270000.46,..,..
Eritrea,ERI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,349739990.2,126190002.4,126669998.2,115819999.7,136600006.1,162309997.6,133410003.7,135960006.7,81309997.56,84190002.44,93919998.17,66819999.69,79190002.44,84239997.86,265950012.2,61310001.37,43950000.76,54709999.08,..,..
Eritrea,ERI,Net official development assistance received (constant 2021 US$),DT.ODA.ODAT.KD,442690002.4,146160003.7,134889999.4,117400001.5,146000000,173029998.8,127529998.8,138440002.4,81599998.47,84790000.92,106949996.9,76510002.14,88209999.08,90389999.39,290730011,65000000,43950000.76,57270000.46,..,..
Eritrea,ERI,Net official development assistance received (current US$),DT.ODA.ODAT.CD,349739990.2,126190002.4,126669998.2,115819999.7,136600006.1,162309997.6,133410003.7,135960006.7,81309997.56,84190002.44,93919998.17,66819999.69,79190002.44,84239997.86,265950012.2,61310001.37,43950000.76,54709999.08,..,..
Eritrea,ERI,Prosperity gap (average shortfall from a prosperity standard of $28/day),SI.SPR.PGAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,2.05173201,1.964895902,2.015403784,1.944056922,1.917874154,1.878523122,1.939579488,1.938598374,1.924595688,1.929132879,1.933412031,1.949628412,1.934358342,1.94464977,1.933958275,1.913029951,1.904910866,1.868044876,1.844691807,..
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.605274677,0.736678243,0.634109557,0.571973562,0.567619026,0.661366999,0.611041307,0.636465192,0.748215437,0.780257881,0.613857269,0.662796259,0.64237076,0.580415547,0.630197763,0.709816992,0.748589516,0.727880895,0.660533905,..
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7,8,8,8,8,8,9,9,9,9,9,9,9,9,8,7,7,7,8,..
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,65.53398132,69.0821228,68.59903717,65.86538696,64.45497894,67.77251434,67.29857635,67.29857635,68.2464447,72.85713959,65.23809814,68.09523773,68.57142639,65.09433746,67.45282745,70.75471497,70.75471497,71.22641754,69.19431305,..
Estonia,EST,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,51.45631027,54.10628128,51.6908226,50,51.18483353,53.55450058,54.50236893,56.39810562,60.1895752,60.47618866,57.61904907,57.1428566,58.09523773,54.71697998,56.60377502,57.07546997,58.01886749,56.13207626,54.9763031,..
Estonia,EST,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,82.5242691,90.82125854,83.57488251,80.28845978,83.412323,86.7298584,81.99052429,81.99052429,88.62559509,89.04762268,79.52381134,84.76190186,82.85713959,79.24528503,81.60377502,86.79244995,90.09433746,89.15093994,86.25592041,..
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.270123899,0.245767415,0.239249796,0.241307944,0.241539121,0.239330947,0.238522351,0.219665527,0.225787356,0.192247406,0.19643338,0.203295976,0.209813267,0.20833908,0.223986834,0.226491526,0.229812399,0.226557314,0.219390243,..
